PR#,Review Time,Review Time (working days),Review Time (mins),Initial Response Time (working days),Initial Response Time (mins),Code Review Comments,PR Issue Comments,PR Review Comments,Total Comments,PR Ready On,PR Merged On,Ready->Merge,PR Author,PR URL
67862,1h 47m 16s,1h 47m 16s,107,1h 47m 16s,107,0,0,0,0,2026-06-09T16:02:59Z,2026-06-09T17:50:25Z,1h 47m 26s,AdityaSingh-18,https://github.com/freeCodeCamp/freeCodeCamp/pull/67862
67861,4h 58m,4h 58m,298,4h 16m,256,2,0,1,3,2026-06-09T12:31:26Z,2026-06-09T18:28:36Z,5h 57m 10s,dragon-slayer27,https://github.com/freeCodeCamp/freeCodeCamp/pull/67861
67859,1h 18m 34s,1h 18m 34s,78,10m 7s,10,1,1,1,3,2026-06-08T18:28:06Z,2026-06-08T20:23:26Z,1h 55m 20s,Medo-ID,https://github.com/freeCodeCamp/freeCodeCamp/pull/67859
67858,31m 25s,31m 25s,31,25m 53s,25,0,0,1,1,2026-06-08T17:43:36Z,2026-06-08T18:51:27Z,1h 7m 51s,imsomilg,https://github.com/freeCodeCamp/freeCodeCamp/pull/67858
67855,3h 38m,3h 38m,218,3h 38m,218,0,0,0,0,2026-06-08T12:24:09Z,2026-06-08T16:38:48Z,4h 14m 39s,Ksound22,https://github.com/freeCodeCamp/freeCodeCamp/pull/67855
67854,4h 52m,4h 52m,292,3h 32m,212,1,0,2,3,2026-06-08T11:27:39Z,2026-06-08T17:52:24Z,6h 24m 45s,Kd1880,https://github.com/freeCodeCamp/freeCodeCamp/pull/67854
67852,3h 54m,3h 54m,234,3h 54m,234,0,0,0,0,2026-06-08T11:39:08Z,2026-06-08T16:54:40Z,5h 15m 32s,Ksound22,https://github.com/freeCodeCamp/freeCodeCamp/pull/67852
67834,17h,2 days and 1h [Based on 8h on a working day],1020,1 day and 1h [Based on 8h on a working day],540,12,0,4,16,2026-06-05T20:29:17Z,2026-06-10T10:11:55Z,4d 13h 42m 38s,imsomilg,https://github.com/freeCodeCamp/freeCodeCamp/pull/67834
67832,11h,1 day and 3h [Based on 8h on a working day],660,1 day and 6m [Based on 8h on a working day],486,0,0,1,1,2026-06-05T18:50:16Z,2026-06-09T08:21:16Z,3d 13h 31m,dragon-slayer27,https://github.com/freeCodeCamp/freeCodeCamp/pull/67832
67828,16h 46m,2 days and 46m [Based on 8h on a working day],1006,1 day and 6h [Based on 8h on a working day],840,1,0,1,2,2026-06-05T15:23:22Z,2026-06-09T15:46:12Z,4d 0h 22m 50s,jimjoice2804,https://github.com/freeCodeCamp/freeCodeCamp/pull/67828
67827,22h,2 days and 6h [Based on 8h on a working day],1320,1 day and 4h 55m [Based on 8h on a working day],775,8,0,4,12,2026-06-05T15:03:49Z,2026-06-10T10:12:53Z,4d 19h 9m 4s,imsomilg,https://github.com/freeCodeCamp/freeCodeCamp/pull/67827
67813,15h 44m,1 day and 7h 44m [Based on 8h on a working day],944,2h,120,0,0,1,1,2026-06-04T19:43:01Z,2026-06-08T18:44:14Z,3d 23h 1m 13s,Anurag-Mishra2006,https://github.com/freeCodeCamp/freeCodeCamp/pull/67813
67811,4h,4h,240,4h,240,0,1,0,1,2026-06-04T17:51:29Z,2026-06-05T06:53:44Z,13h 2m 15s,imsomilg,https://github.com/freeCodeCamp/freeCodeCamp/pull/67811
67810,4h,4h,240,4h,240,0,2,1,3,2026-06-04T17:27:08Z,2026-06-05T07:50:52Z,14h 23m 44s,imsomilg,https://github.com/freeCodeCamp/freeCodeCamp/pull/67810
67805,2d 16h,8 days [Based on 8h on a working day],3840,1 day [Based on 8h on a working day],480,18,1,12,31,2026-06-04T07:44:54Z,2026-06-17T06:44:52Z,12d 22h 59m 58s,harshlm15,https://github.com/freeCodeCamp/freeCodeCamp/pull/67805
67802,11h 47m,1 day and 3h 47m [Based on 8h on a working day],707,1 day and 3h 47m [Based on 8h on a working day],707,0,0,0,0,2026-06-04T05:26:43Z,2026-06-08T16:47:10Z,4d 11h 20m 27s,AdityaSingh-18,https://github.com/freeCodeCamp/freeCodeCamp/pull/67802
67801,16h,2 days [Based on 8h on a working day],960,1 day [Based on 8h on a working day],480,1,0,2,3,2026-06-04T05:05:05Z,2026-06-09T08:27:21Z,5d 3h 22m 16s,AdityaSingh-18,https://github.com/freeCodeCamp/freeCodeCamp/pull/67801
67799,1d 8h,4 days [Based on 8h on a working day],1920,0s,0,4,0,3,7,2026-06-03T21:43:56Z,2026-06-10T08:09:11Z,6d 10h 25m 15s,andiedoescode,https://github.com/freeCodeCamp/freeCodeCamp/pull/67799
67797,1d 0h 6m,3 days and 6m [Based on 8h on a working day],1446,4h,240,1,0,1,2,2026-06-03T17:28:46Z,2026-06-08T17:06:38Z,4d 23h 37m 52s,AdityaSingh-18,https://github.com/freeCodeCamp/freeCodeCamp/pull/67797
67796,5h,5h,300,16m 50s,16,0,0,1,1,2026-06-03T16:45:02Z,2026-06-04T08:03:01Z,15h 17m 59s,AdityaSingh-18,https://github.com/freeCodeCamp/freeCodeCamp/pull/67796
67795,1h 6m,1h 6m,66,1h 6m,66,0,0,0,0,2026-06-03T16:22:02Z,2026-06-03T17:28:06Z,1h 6m 4s,AdityaSingh-18,https://github.com/freeCodeCamp/freeCodeCamp/pull/67795
67794,21h,2 days and 5h [Based on 8h on a working day],1260,5h,300,1,0,4,5,2026-06-03T16:08:52Z,2026-06-06T21:11:20Z,3d 5h 2m 28s,nico457,https://github.com/freeCodeCamp/freeCodeCamp/pull/67794
67793,1h 20m 28s,1h 20m 28s,80,1h 20m 28s,80,0,1,0,1,2026-06-03T16:03:52Z,2026-06-03T17:24:24Z,1h 20m 32s,AdityaSingh-18,https://github.com/freeCodeCamp/freeCodeCamp/pull/67793
67783,8h,1 day [Based on 8h on a working day],480,1 day [Based on 8h on a working day],480,0,2,0,2,2026-06-03T09:15:07Z,2026-06-04T08:48:35Z,23h 33m 28s,Kd1880,https://github.com/freeCodeCamp/freeCodeCamp/pull/67783
67782,1d 14h 57m,4 days and 6h 57m [Based on 8h on a working day],2337,0s,0,4,0,4,8,2026-06-03T09:14:35Z,2026-06-10T20:55:48Z,7d 11h 41m 13s,rustom-yadav,https://github.com/freeCodeCamp/freeCodeCamp/pull/67782
67780,0s,0s,0,0s,0,0,0,0,0,2026-06-03T06:53:32Z,2026-06-03T07:49:06Z,55m 34s,AdityaSingh-18,https://github.com/freeCodeCamp/freeCodeCamp/pull/67780
67779,0s,0s,0,0s,0,1,0,1,2,2026-06-03T06:31:43Z,2026-06-03T08:22:50Z,1h 51m 7s,jimjoice2804,https://github.com/freeCodeCamp/freeCodeCamp/pull/67779
67778,8h,1 day [Based on 8h on a working day],480,1 day [Based on 8h on a working day],480,0,0,0,0,2026-06-03T12:50:51Z,2026-06-04T07:56:20Z,19h 5m 29s,Ahmed-Aashour,https://github.com/freeCodeCamp/freeCodeCamp/pull/67778
67776,16h,2 days [Based on 8h on a working day],960,1 day [Based on 8h on a working day],480,1,0,1,2,2026-06-02T13:13:38Z,2026-06-04T07:08:43Z,1d 17h 55m 5s,Venkat-Entropik,https://github.com/freeCodeCamp/freeCodeCamp/pull/67776
67774,8h,1 day [Based on 8h on a working day],480,1 day [Based on 8h on a working day],480,1,1,1,3,2026-06-02T11:03:54Z,2026-06-03T11:05:08Z,1d 0h 1m 14s,Anurag-Mishra2006,https://github.com/freeCodeCamp/freeCodeCamp/pull/67774
67768,0s,0s,0,0s,0,0,0,0,0,2026-06-02T02:54:56Z,2026-06-02T09:49:02Z,6h 54m 6s,AdityaSingh-18,https://github.com/freeCodeCamp/freeCodeCamp/pull/67768
67766,0s,0s,0,0s,0,0,0,0,0,2026-06-02T02:02:10Z,2026-06-02T09:49:47Z,7h 47m 37s,Supravisor,https://github.com/freeCodeCamp/freeCodeCamp/pull/67766
67761,8h,1 day [Based on 8h on a working day],480,0s,0,1,0,1,2,2026-06-02T00:52:42Z,2026-06-03T08:07:25Z,1d 7h 14m 43s,TJForrest,https://github.com/freeCodeCamp/freeCodeCamp/pull/67761
67753,1d 13h 48m,4 days and 5h 48m [Based on 8h on a working day],2268,13m 15s,13,0,2,1,3,2026-06-01T19:56:51Z,2026-06-08T18:13:33Z,6d 22h 16m 42s,BilgeGates,https://github.com/freeCodeCamp/freeCodeCamp/pull/67753
67749,1d 16h 39m,5 days and 39m [Based on 8h on a working day],2439,5h,300,10,0,2,12,2026-06-01T16:48:56Z,2026-06-13T15:43:32Z,11d 22h 54m 36s,moT01,https://github.com/freeCodeCamp/freeCodeCamp/pull/67749
67734,0s,0s,0,0s,0,0,0,0,0,2026-05-31T13:11:59Z,2026-06-01T10:23:48Z,21h 11m 49s,meaqua9420,https://github.com/freeCodeCamp/freeCodeCamp/pull/67734
67733,0s,0s,0,0s,0,0,0,0,0,2026-05-31T12:57:32Z,2026-06-01T07:45:29Z,18h 47m 57s,Sidak-321,https://github.com/freeCodeCamp/freeCodeCamp/pull/67733
67731,8h,1 day [Based on 8h on a working day],480,1 day [Based on 8h on a working day],480,0,0,0,0,2026-05-31T11:14:21Z,2026-06-02T09:52:25Z,1d 22h 38m 4s,Akshatshukla-25,https://github.com/freeCodeCamp/freeCodeCamp/pull/67731
67724,0s,0s,0,0s,0,0,0,0,0,2026-05-31T05:20:17Z,2026-06-01T07:38:49Z,1d 2h 18m 32s,Venkat-Entropik,https://github.com/freeCodeCamp/freeCodeCamp/pull/67724
67719,0s,0s,0,0s,0,0,0,0,0,2026-05-30T17:32:18Z,2026-06-01T07:19:38Z,1d 13h 47m 20s,imsomilg,https://github.com/freeCodeCamp/freeCodeCamp/pull/67719
67710,0s,0s,0,0s,0,0,0,0,0,2026-05-30T13:33:09Z,2026-05-30T16:16:47Z,2h 43m 38s,Laurence165,https://github.com/freeCodeCamp/freeCodeCamp/pull/67710
67709,0s,0s,0,0s,0,0,0,1,1,2026-05-30T13:14:40Z,2026-05-30T19:26:11Z,6h 11m 31s,harshlm15,https://github.com/freeCodeCamp/freeCodeCamp/pull/67709
67708,0s,0s,0,0s,0,0,0,0,0,2026-05-30T13:07:14Z,2026-05-30T16:15:07Z,3h 7m 53s,Akshatshukla-25,https://github.com/freeCodeCamp/freeCodeCamp/pull/67708
67700,0s,0s,0,0s,0,3,1,2,6,2026-05-30T04:48:22Z,2026-06-01T07:12:28Z,2d 2h 24m 6s,Aman-Hegde,https://github.com/freeCodeCamp/freeCodeCamp/pull/67700
67685,3h 55m,3h 55m,235,0s,0,1,1,1,3,2026-05-29T10:30:55Z,2026-05-29T18:41:44Z,8h 10m 49s,Mitraaxx,https://github.com/freeCodeCamp/freeCodeCamp/pull/67685
67679,0s,0s,0,0s,0,0,0,0,0,2026-05-29T07:48:02Z,2026-05-29T14:41:32Z,6h 53m 30s,anup48045,https://github.com/freeCodeCamp/freeCodeCamp/pull/67679
67660,10h,1 day and 2h [Based on 8h on a working day],600,41m 47s,41,0,0,1,1,2026-05-28T19:25:34Z,2026-05-30T13:24:15Z,1d 17h 58m 41s,Yachna-123,https://github.com/freeCodeCamp/freeCodeCamp/pull/67660
67648,22m 13s,22m 13s,22,22m 13s,22,0,1,0,1,2026-05-28T14:49:59Z,2026-05-29T16:59:24Z,1d 2h 9m 25s,santiyorio,https://github.com/freeCodeCamp/freeCodeCamp/pull/67648
67647,56m 57s,56m 57s,56,56m 57s,56,0,0,0,0,2026-05-28T14:17:22Z,2026-05-28T15:14:30Z,57m 8s,Rehan-M-395,https://github.com/freeCodeCamp/freeCodeCamp/pull/67647
67624,5d 5h,15 days and 5h [Based on 8h on a working day],7500,15 days and 5h [Based on 8h on a working day],7500,0,0,0,0,2026-05-27T16:35:40Z,2026-06-18T08:53:16Z,21d 16h 17m 36s,Nithin0620,https://github.com/freeCodeCamp/freeCodeCamp/pull/67624
67614,11h 40m,1 day and 3h 40m [Based on 8h on a working day],700,1 day [Based on 8h on a working day],480,2,1,1,4,2026-05-27T05:05:31Z,2026-05-29T17:15:09Z,2d 12h 9m 38s,TheSeydiCharyyev,https://github.com/freeCodeCamp/freeCodeCamp/pull/67614
67609,10h,1 day and 2h [Based on 8h on a working day],600,1 day and 2h [Based on 8h on a working day],600,0,1,0,1,2026-05-26T19:21:57Z,2026-05-29T14:52:09Z,2d 19h 30m 12s,BilgeGates,https://github.com/freeCodeCamp/freeCodeCamp/pull/67609
67607,13h 19m,1 day and 5h 19m [Based on 8h on a working day],799,6h 7m,367,1,0,1,2,2026-05-26T08:01:45Z,2026-05-28T00:20:40Z,1d 16h 18m 55s,GandotraDiya,https://github.com/freeCodeCamp/freeCodeCamp/pull/67607
67603,1d 8h 25m,4 days and 25m [Based on 8h on a working day],1945,4 days and 25m [Based on 8h on a working day],1945,0,1,0,1,2026-05-25T16:13:46Z,2026-05-29T17:03:46Z,4d 0h 50m,adul11s,https://github.com/freeCodeCamp/freeCodeCamp/pull/67603
67558,1d 8h,4 days [Based on 8h on a working day],1920,0s,0,0,1,1,2,2026-05-23T16:01:26Z,2026-05-29T17:11:48Z,6d 1h 10m 22s,HAWKZ4,https://github.com/freeCodeCamp/freeCodeCamp/pull/67558
67542,3m 51s,3m 51s,3,3m 51s,3,0,0,0,0,2026-05-22T16:42:21Z,2026-05-22T17:25:16Z,42m 55s,divy-dawda,https://github.com/freeCodeCamp/freeCodeCamp/pull/67542
67539,49m 51s,49m 51s,49,49m 51s,49,0,0,0,0,2026-05-22T15:11:53Z,2026-05-22T16:40:45Z,1h 28m 52s,Barreratomas,https://github.com/freeCodeCamp/freeCodeCamp/pull/67539
67533,0s,0s,0,0s,0,0,0,0,0,2026-05-22T09:12:07Z,2026-05-22T10:20:13Z,1h 8m 6s,Baisayan,https://github.com/freeCodeCamp/freeCodeCamp/pull/67533
67532,0s,0s,0,0s,0,0,1,0,1,2026-05-22T07:40:05Z,2026-05-22T08:41:24Z,1h 1m 19s,imayuss,https://github.com/freeCodeCamp/freeCodeCamp/pull/67532
67531,0s,0s,0,0s,0,0,0,0,0,2026-05-22T06:35:21Z,2026-05-22T07:31:07Z,55m 46s,deb2000-sudo,https://github.com/freeCodeCamp/freeCodeCamp/pull/67531
67529,4h 50m,4h 50m,290,0s,0,1,0,1,2,2026-05-22T01:58:08Z,2026-05-22T18:27:04Z,16h 28m 56s,shreesakhi-ch,https://github.com/freeCodeCamp/freeCodeCamp/pull/67529
67527,0s,0s,0,0s,0,0,0,0,0,2026-05-21T23:09:22Z,2026-05-22T07:51:24Z,8h 42m 2s,bindpratapsingh,https://github.com/freeCodeCamp/freeCodeCamp/pull/67527
67513,14h,1 day and 6h [Based on 8h on a working day],840,1 day and 6h [Based on 8h on a working day],840,0,0,0,0,2026-06-02T15:46:24Z,2026-06-04T07:15:03Z,1d 15h 28m 39s,jdwilkin4,https://github.com/freeCodeCamp/freeCodeCamp/pull/67513
67467,0s,0s,0,0s,0,0,0,0,0,2026-05-20T06:35:12Z,2026-05-20T08:28:51Z,1h 53m 39s,priyanshupundir,https://github.com/freeCodeCamp/freeCodeCamp/pull/67467
67452,0s,0s,0,0s,0,0,0,0,0,2026-05-19T01:05:58Z,2026-05-19T09:59:15Z,8h 53m 17s,DanielRosa74,https://github.com/freeCodeCamp/freeCodeCamp/pull/67452
67441,3d 3h 23m,9 days and 3h 23m [Based on 8h on a working day],4523,9 days [Based on 8h on a working day],4320,2,0,2,4,2026-05-17T09:31:19Z,2026-05-29T18:54:25Z,12d 9h 23m 6s,narasimhan-lakshmi,https://github.com/freeCodeCamp/freeCodeCamp/pull/67441
67426,2h 7m,2h 7m,127,0s,0,3,0,1,4,2026-05-15T09:17:20Z,2026-05-15T15:07:56Z,5h 50m 36s,narasimhan-lakshmi,https://github.com/freeCodeCamp/freeCodeCamp/pull/67426
67424,0s,0s,0,0s,0,0,0,0,0,2026-05-15T08:19:03Z,2026-05-15T10:11:05Z,1h 52m 2s,narasimhan-lakshmi,https://github.com/freeCodeCamp/freeCodeCamp/pull/67424
67414,0s,0s,0,0s,0,0,0,0,0,2026-05-15T02:09:53Z,2026-05-15T08:12:42Z,6h 2m 49s,HarshMangaraj,https://github.com/freeCodeCamp/freeCodeCamp/pull/67414
67406,1h 12m 7s,1h 12m 7s,72,1h 12m 7s,72,0,0,0,0,2026-05-14T18:26:54Z,2026-05-14T20:16:29Z,1h 49m 35s,vinodM09,https://github.com/freeCodeCamp/freeCodeCamp/pull/67406
67397,2h 56m 21s,2h 56m 21s,176,2h 56m 21s,176,0,0,0,0,2026-05-14T16:41:20Z,2026-05-14T19:38:49Z,2h 57m 29s,caio-bittencourt,https://github.com/freeCodeCamp/freeCodeCamp/pull/67397
67392,13h 36m,1 day and 5h 36m [Based on 8h on a working day],816,1 day and 5h 36m [Based on 8h on a working day],816,0,2,0,2,2026-05-14T12:29:02Z,2026-05-15T18:36:33Z,1d 6h 7m 31s,deepak-s-git,https://github.com/freeCodeCamp/freeCodeCamp/pull/67392
67391,0s,0s,0,0s,0,3,0,3,6,2026-05-14T12:09:17Z,2026-05-14T13:09:39Z,1h 0m 22s,deepak-s-git,https://github.com/freeCodeCamp/freeCodeCamp/pull/67391
67390,0s,0s,0,0s,0,1,0,1,2,2026-05-14T12:00:46Z,2026-05-14T13:08:58Z,1h 8m 12s,deepak-s-git,https://github.com/freeCodeCamp/freeCodeCamp/pull/67390
67389,0s,0s,0,0s,0,0,0,0,0,2026-05-14T11:46:49Z,2026-05-14T12:24:11Z,37m 22s,deepak-s-git,https://github.com/freeCodeCamp/freeCodeCamp/pull/67389
67388,0s,0s,0,0s,0,0,0,0,0,2026-05-14T11:21:34Z,2026-05-14T11:59:42Z,38m 8s,deepak-s-git,https://github.com/freeCodeCamp/freeCodeCamp/pull/67388
67361,0s,0s,0,0s,0,0,0,0,0,2026-05-13T23:41:57Z,2026-05-14T10:01:39Z,10h 19m 42s,HritikKaushik,https://github.com/freeCodeCamp/freeCodeCamp/pull/67361
67360,0s,0s,0,0s,0,0,0,0,0,2026-05-13T23:27:10Z,2026-05-14T12:39:29Z,13h 12m 19s,HritikKaushik,https://github.com/freeCodeCamp/freeCodeCamp/pull/67360
67350,5h 10m,5h 10m,310,0s,0,1,0,1,2,2026-05-13T07:36:15Z,2026-05-13T18:42:26Z,11h 6m 11s,caio-bittencourt,https://github.com/freeCodeCamp/freeCodeCamp/pull/67350
67330,0s,0s,0,0s,0,0,0,0,0,2026-05-11T21:01:39Z,2026-05-12T08:23:41Z,11h 22m 2s,MukundaKatta,https://github.com/freeCodeCamp/freeCodeCamp/pull/67330
67328,3m 58s,3m 58s,3,3m 58s,3,0,0,0,0,2026-05-11T19:06:49Z,2026-05-11T19:46:01Z,39m 12s,PaperCodeGithub,https://github.com/freeCodeCamp/freeCodeCamp/pull/67328
67325,1h 20m 43s,1h 20m 43s,80,1h 20m 43s,80,0,0,0,0,2026-05-11T15:46:42Z,2026-05-11T17:45:41Z,1h 58m 59s,atharv96k,https://github.com/freeCodeCamp/freeCodeCamp/pull/67325
67295,0s,0s,0,0s,0,1,0,1,2,2026-05-09T05:35:22Z,2026-05-09T14:41:27Z,9h 6m 5s,deepak-s-git,https://github.com/freeCodeCamp/freeCodeCamp/pull/67295
67195,6h,6h,360,1h 45m 43s,105,1,0,1,2,2026-05-01T15:56:27Z,2026-05-04T07:46:33Z,2d 15h 50m 6s,bdtripp,https://github.com/freeCodeCamp/freeCodeCamp/pull/67195
67159,1h 58m 36s,1h 58m 36s,118,1h 58m 36s,118,0,0,0,0,2026-04-28T18:16:03Z,2026-04-28T20:14:45Z,1h 58m 42s,Jeevankumar-s,https://github.com/freeCodeCamp/freeCodeCamp/pull/67159
67067,0s,0s,0,0s,0,0,0,0,0,2026-04-22T22:36:21Z,2026-04-23T08:26:07Z,9h 49m 46s,huyenltnguyen,https://github.com/freeCodeCamp/freeCodeCamp/pull/67067
67055,4d 8h,13 days [Based on 8h on a working day],6240,1 day [Based on 8h on a working day],480,1,1,1,3,2026-04-21T22:17:05Z,2026-05-11T07:24:33Z,19d 9h 7m 28s,AyushK5ingh,https://github.com/freeCodeCamp/freeCodeCamp/pull/67055
67044,2d 23h,8 days and 7h [Based on 8h on a working day],4260,8 days and 7h [Based on 8h on a working day],4260,0,3,0,3,2026-04-21T14:15:00Z,2026-05-04T07:40:25Z,12d 17h 25m 25s,AyushK5ingh,https://github.com/freeCodeCamp/freeCodeCamp/pull/67044
67019,6d 16h,20 days [Based on 8h on a working day],9600,14 days [Based on 8h on a working day],6720,5,0,5,10,2026-04-20T09:37:17Z,2026-05-19T09:59:51Z,29d 0h 22m 34s,Venkat-Entropik,https://github.com/freeCodeCamp/freeCodeCamp/pull/67019
67011,1d 11h 40m,4 days and 3h 40m [Based on 8h on a working day],2140,4 days and 3h 40m [Based on 8h on a working day],2140,0,0,0,0,2026-04-19T21:16:42Z,2026-04-24T16:40:12Z,4d 19h 23m 30s,Supravisor,https://github.com/freeCodeCamp/freeCodeCamp/pull/67011
66981,1d 13h 44m,4 days and 5h 44m [Based on 8h on a working day],2264,4 days and 5h 44m [Based on 8h on a working day],2264,0,0,0,0,2026-04-17T19:01:58Z,2026-04-24T16:44:22Z,6d 21h 42m 24s,ohchanwu,https://github.com/freeCodeCamp/freeCodeCamp/pull/66981
66965,13h,1 day and 5h [Based on 8h on a working day],780,1 day and 5h [Based on 8h on a working day],780,0,0,0,0,2026-04-16T16:45:23Z,2026-04-20T08:05:55Z,3d 15h 20m 32s,AyushK5ingh,https://github.com/freeCodeCamp/freeCodeCamp/pull/66965
66940,4d,12 days [Based on 8h on a working day],5760,9 days and 6h 46m [Based on 8h on a working day],4726,2,2,4,8,2026-04-27T07:36:04Z,2026-05-14T10:03:49Z,17d 2h 27m 45s,arunkumar0398,https://github.com/freeCodeCamp/freeCodeCamp/pull/66940
66937,6h 8m,6h 8m,368,6h,360,2,0,1,3,2026-04-14T15:10:53Z,2026-04-15T13:08:36Z,21h 57m 43s,lakshay122007,https://github.com/freeCodeCamp/freeCodeCamp/pull/66937
66934,8h,1 day [Based on 8h on a working day],480,1 day [Based on 8h on a working day],480,0,0,0,0,2026-04-14T12:28:56Z,2026-04-15T06:38:19Z,18h 9m 23s,Venkat-Entropik,https://github.com/freeCodeCamp/freeCodeCamp/pull/66934
66890,6d 19h 40m,20 days and 3h 40m [Based on 8h on a working day],9820,10 days and 9m [Based on 8h on a working day],4809,1,0,4,5,2026-04-10T18:51:34Z,2026-05-11T14:18:17Z,30d 19h 26m 43s,Umesh-Tiruvalluru,https://github.com/freeCodeCamp/freeCodeCamp/pull/66890
66867,25d 9h 6m,76 days and 1h 6m [Based on 8h on a working day],36546,11 days and 4h 46m [Based on 8h on a working day],5566,18,0,7,25,2026-04-08T22:22:35Z,2026-07-24T14:43:20Z,106d 16h 20m 45s,Webmekanic,https://github.com/freeCodeCamp/freeCodeCamp/pull/66867
66526,3h 30m 3s,3h 30m 3s,210,3h 30m 3s,210,0,0,0,0,2026-03-17T13:02:00Z,2026-03-17T16:32:06Z,3h 30m 6s,KadamPrasad01,https://github.com/freeCodeCamp/freeCodeCamp/pull/66526
66523,0s,0s,0,0s,0,0,0,0,0,2026-03-17T10:18:21Z,2026-03-17T10:53:30Z,35m 9s,huyenltnguyen,https://github.com/freeCodeCamp/freeCodeCamp/pull/66523
66516,0s,0s,0,0s,0,0,1,0,1,2026-03-17T01:51:31Z,2026-03-17T07:53:49Z,6h 2m 18s,Supravisor,https://github.com/freeCodeCamp/freeCodeCamp/pull/66516
66510,17d 0h 26m,51 days and 26m [Based on 8h on a working day],24506,26 days and 2h 59m [Based on 8h on a working day],12659,7,2,6,15,2026-04-03T17:39:01Z,2026-06-15T17:26:43Z,72d 23h 47m 42s,AdityaSingh-18,https://github.com/freeCodeCamp/freeCodeCamp/pull/66510
66505,7h,7h,420,7h,420,0,0,0,0,2026-03-16T14:00:26Z,2026-03-17T09:59:07Z,19h 58m 41s,Sembauke,https://github.com/freeCodeCamp/freeCodeCamp/pull/66505
66504,7h,7h,420,7h,420,0,0,0,0,2026-03-16T14:00:23Z,2026-03-17T09:59:04Z,19h 58m 41s,Sembauke,https://github.com/freeCodeCamp/freeCodeCamp/pull/66504
66503,7h,7h,420,7h,420,0,0,0,0,2026-03-16T14:00:21Z,2026-03-17T09:59:01Z,19h 58m 40s,Sembauke,https://github.com/freeCodeCamp/freeCodeCamp/pull/66503
66499,8h,1 day [Based on 8h on a working day],480,1 day [Based on 8h on a working day],480,0,0,0,0,2026-03-16T09:30:52Z,2026-03-17T09:58:58Z,1d 0h 28m 6s,Sembauke,https://github.com/freeCodeCamp/freeCodeCamp/pull/66499
66498,8h,1 day [Based on 8h on a working day],480,1 day [Based on 8h on a working day],480,0,0,0,0,2026-03-16T09:30:50Z,2026-03-17T09:58:54Z,1d 0h 28m 4s,Sembauke,https://github.com/freeCodeCamp/freeCodeCamp/pull/66498
66497,8h,1 day [Based on 8h on a working day],480,1 day [Based on 8h on a working day],480,0,0,0,0,2026-03-16T09:30:48Z,2026-03-17T09:58:50Z,1d 0h 28m 2s,Sembauke,https://github.com/freeCodeCamp/freeCodeCamp/pull/66497
66496,8h,1 day [Based on 8h on a working day],480,1 day [Based on 8h on a working day],480,0,0,0,0,2026-03-16T09:30:46Z,2026-03-17T09:56:29Z,1d 0h 25m 43s,Sembauke,https://github.com/freeCodeCamp/freeCodeCamp/pull/66496
66495,8h,1 day [Based on 8h on a working day],480,1 day [Based on 8h on a working day],480,0,0,0,0,2026-03-16T09:30:43Z,2026-03-17T09:56:25Z,1d 0h 25m 42s,Sembauke,https://github.com/freeCodeCamp/freeCodeCamp/pull/66495
66488,0s,0s,0,0s,0,0,0,0,0,2026-03-15T19:33:14Z,2026-03-16T09:08:49Z,13h 35m 35s,Sembauke,https://github.com/freeCodeCamp/freeCodeCamp/pull/66488
66487,0s,0s,0,0s,0,0,0,0,0,2026-03-15T19:32:35Z,2026-03-16T09:11:04Z,13h 38m 29s,Sembauke,https://github.com/freeCodeCamp/freeCodeCamp/pull/66487
66486,0s,0s,0,0s,0,0,0,0,0,2026-03-15T19:31:35Z,2026-03-16T09:10:56Z,13h 39m 21s,Sembauke,https://github.com/freeCodeCamp/freeCodeCamp/pull/66486
66485,0s,0s,0,0s,0,0,0,0,0,2026-03-15T19:30:42Z,2026-03-16T09:10:52Z,13h 40m 10s,Sembauke,https://github.com/freeCodeCamp/freeCodeCamp/pull/66485
66484,0s,0s,0,0s,0,0,0,0,0,2026-03-15T19:10:25Z,2026-03-16T09:10:48Z,14h 0m 23s,Sembauke,https://github.com/freeCodeCamp/freeCodeCamp/pull/66484
66483,0s,0s,0,0s,0,0,0,0,0,2026-03-15T19:04:43Z,2026-03-16T09:08:35Z,14h 3m 52s,Sembauke,https://github.com/freeCodeCamp/freeCodeCamp/pull/66483
66482,0s,0s,0,0s,0,0,0,0,0,2026-03-15T18:55:02Z,2026-03-16T09:08:30Z,14h 13m 28s,Sembauke,https://github.com/freeCodeCamp/freeCodeCamp/pull/66482
66474,0s,0s,0,0s,0,0,0,0,0,2026-03-15T17:38:05Z,2026-03-15T18:13:16Z,35m 11s,p-rhodes,https://github.com/freeCodeCamp/freeCodeCamp/pull/66474
66473,0s,0s,0,0s,0,0,0,0,0,2026-03-15T16:49:08Z,2026-03-15T17:29:18Z,40m 10s,Sembauke,https://github.com/freeCodeCamp/freeCodeCamp/pull/66473
66472,0s,0s,0,0s,0,0,0,0,0,2026-03-15T16:48:19Z,2026-03-15T17:30:41Z,42m 22s,Sembauke,https://github.com/freeCodeCamp/freeCodeCamp/pull/66472
66471,0s,0s,0,0s,0,0,0,0,0,2026-03-15T16:46:59Z,2026-03-15T17:21:26Z,34m 27s,Sembauke,https://github.com/freeCodeCamp/freeCodeCamp/pull/66471
